PassengerId,Survived,Pclass,Age,Fare,FamilySize,FarePerPerson,Sex_female,Sex_male,Title_Mr,Fare_log,FarePerPerson_log
43,0,3,30.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
44,1,2,3.0,41.5792,4,10.3948,True,False,False,3.7513658711253766,2.4331571109859165
45,1,3,19.0,7.8792,1,7.8792,True,False,False,2.1837114628556327,2.1837114628556327
46,0,3,30.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
47,0,3,30.0,15.5,2,7.75,False,True,True,2.803360380906535,2.169053700369523
48,1,3,21.0,7.75,1,7.75,True,False,False,2.169053700369523,2.169053700369523
49,0,3,30.0,21.6792,3,7.226400000000001,False,True,True,3.1214482048688246,2.107348494932844
50,0,3,18.0,17.8,2,8.9,True,False,False,2.9338568698359038,2.2925347571405443
51,0,3,7.0,39.6875,6,6.614583333333333,False,True,False,3.705920919968788,2.0300652682819424
52,0,3,21.0,7.8,1,7.8,False,True,True,2.174751721484161,2.174751721484161
53,1,1,49.0,76.7292,2,38.3646,True,False,False,4.353230991152628,3.672866935273995
54,1,2,29.0,26.0,2,13.0,True,False,False,3.295836866004329,2.6390573296152584
55,0,1,65.0,61.9792,2,30.9896,False,True,True,4.142804513146981,3.465410849975781
56,1,1,30.0,35.5,1,35.5,False,True,True,3.597312260588446,3.597312260588446
57,1,2,21.0,10.5,1,10.5,True,False,False,2.4423470353692043,2.4423470353692043
58,0,3,28.5,7.2292,1,7.2292,False,True,True,2.1076888046179385,2.1076888046179385
59,1,2,5.0,27.75,4,6.9375,True,False,False,3.3586377672433594,2.07159836421881
60,0,3,11.0,46.9,8,5.8625,False,True,False,3.8691155044168695,1.926071806835649
61,0,3,22.0,7.2292,1,7.2292,False,True,True,2.1076888046179385,2.1076888046179385
62,1,1,38.0,80.0,1,80.0,True,False,False,4.394449154672439,4.394449154672439
63,0,1,45.0,83.475,2,41.7375,False,True,True,4.436455632600354,3.75507675496542
64,0,3,4.0,27.9,6,4.6499999999999995,False,True,False,3.3638415951183864,1.7316555451583495
65,0,1,30.0,27.7208,1,27.7208,False,True,True,3.357621598945279,3.357621598945279
66,1,3,3.5,15.2458,3,5.081933333333333,False,True,False,2.7878344138303452,1.8053226278885095
67,1,2,29.0,10.5,1,10.5,True,False,False,2.4423470353692043,2.4423470353692043
68,0,3,19.0,8.1583,1,8.1583,False,True,True,2.2146605719425225,2.2146605719425225
69,1,3,17.0,7.925,7,1.1321428571428571,True,False,False,2.188856327665703,0.7571275102233525
70,0,3,26.0,8.6625,3,2.8874999999999997,False,True,True,2.2682524139135403,1.3577662775053525
71,0,2,32.0,10.5,1,10.5,False,True,True,2.4423470353692043,2.4423470353692043
72,0,3,16.0,46.9,8,5.8625,True,False,False,3.8691155044168695,1.926071806835649
73,0,2,21.0,73.5,1,73.5,False,True,True,4.310799125385514,4.310799125385514
74,0,3,26.0,14.4542,2,7.2271,False,True,True,2.737880811060884,2.107433583211985
75,1,3,32.0,56.4958,1,56.4958,False,True,True,4.05171190165724,4.05171190165724
76,0,3,25.0,7.65,1,7.65,False,True,True,2.157559320943788,2.157559320943788
77,0,3,30.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
78,0,3,30.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
79,1,2,0.83,29.0,3,9.666666666666666,False,True,False,3.4011973816621555,2.367123614131617
80,1,3,30.0,12.475,1,12.475,True,False,False,2.600836116795061,2.600836116795061
81,0,3,22.0,9.0,1,9.0,False,True,True,2.302585092994046,2.302585092994046
82,1,3,29.0,9.5,1,9.5,False,True,True,2.3513752571634776,2.3513752571634776
83,1,3,21.0,7.7875,1,7.7875,True,False,False,2.1733302571367834,2.1733302571367834
84,0,1,28.0,47.1,1,47.1,False,True,True,3.8732821771117156,3.8732821771117156
85,1,2,17.0,10.5,1,10.5,True,False,False,2.4423470353692043,2.4423470353692043
86,1,3,33.0,15.85,4,3.9625,True,False,False,2.8243506567983707,1.6019096460133089
87,0,3,16.0,34.375,5,6.875,False,True,True,3.5660053559634015,2.063693184711697
88,0,3,30.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
89,1,1,23.0,112.07915,6,18.679858333333332,True,False,False,4.728088015994874,2.979595693088713
90,0,3,24.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
91,0,3,29.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
92,0,3,20.0,7.8542,1,7.8542,False,True,True,2.180891922715322,2.180891922715322
93,0,1,46.0,61.175,2,30.5875,False,True,True,4.1299529896894684,3.4527614727143128
94,0,3,26.0,20.575,4,5.14375,False,True,True,3.0715352369694915,1.8154353049133396
95,0,3,59.0,7.25,1,7.25,False,True,True,2.1102132003465894,2.1102132003465894
96,0,3,30.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
97,0,1,69.1976145964378,34.6542,1,34.6542,False,True,True,3.57386695198272,3.57386695198272
98,1,1,23.0,63.3583,2,31.67915,False,True,True,4.164465907853638,3.48673725986162
99,1,2,34.0,23.0,2,11.5,True,False,False,3.1780538303479458,2.5257286443082556
100,0,2,34.0,26.0,2,13.0,False,True,True,3.295836866004329,2.6390573296152584
101,0,3,28.0,7.8958,1,7.8958,True,False,False,2.1855792552411137,2.1855792552411137
102,0,3,30.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
103,0,1,21.0,77.2875,2,38.64375,False,True,True,4.360387947851531,3.6799333064000703
104,0,3,33.0,8.6542,1,8.6542,False,True,True,2.267393053825037,2.267393053825037
105,0,3,37.0,7.925,3,2.6416666666666666,False,True,True,2.188856327665703,1.2924414523135441
106,0,3,28.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
107,1,3,21.0,7.65,1,7.65,True,False,False,2.157559320943788,2.157559320943788
108,1,3,30.0,7.775,1,7.775,False,True,True,2.1719067693519296,2.1719067693519296
109,0,3,38.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
110,1,3,21.0,24.15,2,12.075,True,False,False,3.224857896545748,2.5707020099509865
111,0,1,47.0,52.0,1,52.0,False,True,True,3.970291913552122,3.970291913552122
112,0,3,14.5,14.4542,2,7.2271,True,False,False,2.737880811060884,2.107433583211985
113,0,3,22.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
114,0,3,20.0,9.825,2,4.9125,True,False,False,2.3818582738885534,1.7770687538180514
115,0,3,17.0,14.4583,1,14.4583,True,False,False,2.738146075922933,2.738146075922933
116,0,3,21.0,7.925,1,7.925,False,True,True,2.188856327665703,2.188856327665703
117,0,3,69.1976145964378,7.75,1,7.75,False,True,True,2.169053700369523,2.169053700369523
118,0,2,29.0,21.0,2,10.5,False,True,True,3.091042453358316,2.4423470353692043
119,0,1,24.0,112.07915,2,56.039575,False,True,True,4.728088015994874,4.0437453251666415
120,0,3,2.0,31.275,7,4.4678571428571425,True,False,False,3.4742929367327062,1.698886792488434
121,0,2,21.0,73.5,3,24.5,False,True,True,4.310799125385514,3.2386784521643803
122,0,3,30.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
123,0,2,32.5,30.0708,2,15.0354,False,True,True,3.436268471383741,2.774798778265854
124,1,2,32.5,13.0,1,13.0,True,False,False,2.6390573296152584,2.6390573296152584
125,0,1,54.0,77.2875,2,38.64375,False,True,True,4.360387947851531,3.6799333064000703
126,1,3,12.0,11.2417,2,5.62085,False,True,False,2.5048481563289,1.8902237604980383
127,0,3,30.0,7.75,1,7.75,False,True,True,2.169053700369523,2.169053700369523
128,1,3,24.0,7.1417,1,7.1417,False,True,True,2.0969990034181696,2.0969990034181696
129,1,3,21.0,22.3583,3,7.452766666666666,True,False,False,3.1509523813392697,2.134493803953674
130,0,3,45.0,6.975,1,6.975,False,True,True,2.076311648670908,2.076311648670908
131,0,3,33.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
132,0,3,20.0,7.05,1,7.05,False,True,True,2.0856720914304723,2.0856720914304723
133,0,3,47.0,14.5,2,7.25,True,False,False,2.740840023925201,2.1102132003465894
134,1,2,29.0,26.0,2,13.0,True,False,False,3.295836866004329,2.6390573296152584
135,0,2,25.0,13.0,1,13.0,False,True,True,2.6390573296152584,2.6390573296152584
136,0,2,23.0,15.0458,1,15.0458,False,True,True,2.775447133088262,2.775447133088262
137,1,1,19.0,26.2833,3,8.7611,True,False,False,3.3062747934011893,2.278405098992312
138,0,1,37.0,53.1,2,26.55,False,True,True,3.9908341858524357,3.3160025355989236
139,0,3,16.0,9.2167,1,9.2167,False,True,True,2.3240236363515288,2.3240236363515288
140,0,1,24.0,79.2,1,79.2,False,True,True,4.384523514872469,4.384523514872469
141,0,3,35.0,15.2458,3,5.081933333333333,True,False,False,2.7878344138303452,1.8053226278885095
142,1,3,22.0,7.75,1,7.75,True,False,False,2.169053700369523,2.169053700369523
143,1,3,24.0,15.85,2,7.925,True,False,False,2.8243506567983707,2.188856327665703
144,0,3,19.0,6.75,1,6.75,False,True,True,2.0476928433652555,2.0476928433652555
145,0,2,18.0,11.5,1,11.5,False,True,True,2.5257286443082556,2.5257286443082556
146,0,2,19.0,36.75,3,12.25,False,True,True,3.6309854756950335,2.583997552432231
147,1,3,27.0,7.7958,1,7.7958,False,True,True,2.174274334826008,2.174274334826008
148,0,3,9.0,34.375,5,6.875,True,False,False,3.5660053559634015,2.063693184711697
149,0,2,36.5,26.0,3,8.666666666666666,False,True,True,3.295836866004329,2.268683541318364
150,0,2,42.0,13.0,1,13.0,False,True,False,2.6390573296152584,2.6390573296152584
151,0,2,51.0,12.525,1,12.525,False,True,False,2.6045398247325453,2.6045398247325453
152,1,1,22.0,66.6,2,33.3,True,False,False,4.213607983048918,3.535145354171894
153,0,3,55.5,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
154,0,3,40.5,14.5,3,4.833333333333333,False,True,True,2.740840023925201,1.7635885922613586
155,0,3,30.0,7.3125,1,7.3125,False,True,True,2.1177604059819726,2.1177604059819726
156,0,1,51.0,61.3792,2,30.6896,False,True,True,4.133231886474144,3.4559885513448463
157,1,3,16.0,7.7333,1,7.7333,True,False,False,2.167143305297764,2.167143305297764
158,0,3,30.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
159,0,3,30.0,8.6625,1,8.6625,False,True,True,2.2682524139135403,2.2682524139135403
160,0,3,3.5,69.55,11,6.322727272727272,False,True,False,4.256321678298823,1.9909828368246127
161,0,3,44.0,16.1,2,8.05,False,True,True,2.8390784635086144,2.2027647577118348
162,1,2,40.0,15.75,1,15.75,True,False,False,2.8183982582710754,2.8183982582710754
163,0,3,26.0,7.775,1,7.775,False,True,True,2.1719067693519296,2.1719067693519296
164,0,3,17.0,8.6625,1,8.6625,False,True,True,2.2682524139135403,2.2682524139135403
165,0,3,1.0,39.6875,6,6.614583333333333,False,True,False,3.705920919968788,2.0300652682819424
166,1,3,9.0,20.525,3,6.841666666666666,False,True,False,3.0692150503137943,2.0594513968033334
167,1,1,35.0,55.0,2,27.5,True,False,False,4.02535169073515,3.349904087274605
168,0,3,45.0,27.9,6,4.6499999999999995,True,False,False,3.3638415951183864,1.7316555451583495
169,0,1,30.0,25.925,1,25.925,False,True,True,3.2930552230424524,3.2930552230424524
170,0,3,28.0,56.4958,1,56.4958,False,True,True,4.05171190165724,4.05171190165724
171,0,1,61.0,33.5,1,33.5,False,True,True,3.5409593240373143,3.5409593240373143
172,0,3,4.0,29.125,6,4.854166666666667,False,True,False,3.405355391810819,1.767153658425855
173,1,3,1.0,11.1333,3,3.7111,True,False,False,2.495953738718064,1.5499214264083454
174,0,3,21.0,7.925,1,7.925,False,True,True,2.188856327665703,2.188856327665703
175,0,1,56.0,30.6958,1,30.6958,False,True,True,3.4561841799918147,3.4561841799918147
176,0,3,18.0,7.8542,3,2.6180666666666665,False,True,True,2.180891922715322,1.2859398131899251
177,0,3,3.5,25.4667,5,5.0933399999999995,False,True,False,3.275887339030031,1.8071963714491994
178,0,1,50.0,28.7125,1,28.7125,True,False,False,3.391567832686312,3.391567832686312
179,0,2,30.0,13.0,1,13.0,False,True,True,2.6390573296152584,2.6390573296152584
180,0,3,36.0,0.0,1,0.0,False,True,True,0.0,0.0
181,0,3,21.0,69.55,11,6.322727272727272,True,False,False,4.256321678298823,1.9909828368246127
182,0,2,30.0,15.05,1,15.05,False,True,True,2.775708849576025,2.775708849576025
183,0,3,9.0,31.3875,7,4.483928571428572,False,True,False,3.4777725458882283,1.7018217367116275
184,1,2,1.0,39.0,4,9.75,False,True,False,3.6888794541139363,2.3749057545736716
185,1,3,4.0,22.025,3,7.341666666666666,True,False,False,3.1365805821413706,2.1212630365331746
186,0,1,30.0,50.0,1,50.0,False,True,True,3.9318256327243257,3.9318256327243257
187,1,3,35.0,15.5,2,7.75,True,False,False,2.803360380906535,2.169053700369523
188,1,1,45.0,26.55,1,26.55,False,True,True,3.3160025355989236,3.3160025355989236
189,0,3,40.0,15.5,3,5.166666666666667,False,True,True,2.803360380906535,1.8191584434161694
190,0,3,36.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
191,1,2,32.0,13.0,1,13.0,True,False,False,2.6390573296152584,2.6390573296152584
192,0,2,19.0,13.0,1,13.0,False,True,True,2.6390573296152584,2.6390573296152584
193,1,3,19.0,7.8542,2,3.9271,True,False,False,2.180891922715322,1.5947505796822232
194,1,2,3.0,26.0,3,8.666666666666666,False,True,False,3.295836866004329,2.268683541318364
195,1,1,44.0,27.7208,1,27.7208,True,False,False,3.357621598945279,3.357621598945279
196,1,1,58.0,112.07915,1,112.07915,True,False,False,4.728088015994874,4.728088015994874
197,0,3,30.0,7.75,1,7.75,False,True,True,2.169053700369523,2.169053700369523
198,0,3,42.0,8.4042,2,4.2021,False,True,True,2.2411563979973974,1.6490623902173178
199,1,3,21.0,7.75,1,7.75,True,False,False,2.169053700369523,2.169053700369523
200,0,2,24.0,13.0,1,13.0,True,False,False,2.6390573296152584,2.6390573296152584
201,0,3,28.0,9.5,1,9.5,False,True,True,2.3513752571634776,2.3513752571634776
202,0,3,30.0,69.55,11,6.322727272727272,False,True,True,4.256321678298823,1.9909828368246127
203,0,3,34.0,6.4958,1,6.4958,False,True,True,2.0143428636837015,2.0143428636837015
204,0,3,45.5,7.225,1,7.225,False,True,True,2.1071782966514356,2.1071782966514356
205,1,3,18.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
206,0,3,2.0,10.4625,2,5.23125,True,False,False,2.4390808375825834,1.8295769547280114
207,0,3,32.0,15.85,2,7.925,False,True,True,2.8243506567983707,2.188856327665703
208,1,3,26.0,18.7875,1,18.7875,False,True,True,2.9850504252071306,2.9850504252071306
209,1,3,16.0,7.75,1,7.75,True,False,False,2.169053700369523,2.169053700369523
210,1,1,40.0,31.0,1,31.0,False,True,True,3.4657359027997265,3.4657359027997265
211,0,3,24.0,7.05,1,7.05,False,True,True,2.0856720914304723,2.0856720914304723
212,1,2,35.0,21.0,1,21.0,True,False,False,3.091042453358316,3.091042453358316
213,0,3,22.0,7.25,1,7.25,False,True,True,2.1102132003465894,2.1102132003465894
214,0,2,30.0,13.0,1,13.0,False,True,True,2.6390573296152584,2.6390573296152584
215,0,3,30.0,7.75,2,3.875,False,True,True,2.169053700369523,1.5841201044498106
216,1,1,31.0,112.07915,2,56.039575,True,False,False,4.728088015994874,4.0437453251666415
217,1,3,27.0,7.925,1,7.925,True,False,False,2.188856327665703,2.188856327665703
218,0,2,42.0,27.0,2,13.5,False,True,True,3.332204510175204,2.6741486494265287
219,1,1,32.0,76.2917,1,76.2917,True,False,False,4.347586575960343,4.347586575960343
220,0,2,30.0,10.5,1,10.5,False,True,True,2.4423470353692043,2.4423470353692043
221,1,3,16.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
222,0,2,27.0,13.0,1,13.0,False,True,True,2.6390573296152584,2.6390573296152584
223,0,3,51.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
224,0,3,30.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
225,1,1,38.0,90.0,2,45.0,False,True,True,4.51085950651685,3.828641396489095
226,0,3,22.0,9.35,1,9.35,False,True,True,2.336986519711378,2.336986519711378
227,1,2,19.0,10.5,1,10.5,False,True,True,2.4423470353692043,2.4423470353692043
228,0,3,20.5,7.25,1,7.25,False,True,True,2.1102132003465894,2.1102132003465894
229,0,2,18.0,13.0,1,13.0,False,True,True,2.6390573296152584,2.6390573296152584
230,0,3,21.0,25.4667,5,5.0933399999999995,True,False,False,3.275887339030031,1.8071963714491994
231,1,1,35.0,83.475,2,41.7375,True,False,False,4.436455632600354,3.75507675496542
232,0,3,29.0,7.775,1,7.775,False,True,True,2.1719067693519296,2.1719067693519296
233,0,2,59.0,13.5,1,13.5,False,True,True,2.6741486494265287,2.6741486494265287
234,1,3,5.0,31.3875,7,4.483928571428572,True,False,False,3.4777725458882283,1.7018217367116275
235,0,2,24.0,10.5,1,10.5,False,True,True,2.4423470353692043,2.4423470353692043
236,0,3,21.0,7.55,1,7.55,True,False,False,2.145931282948669,2.145931282948669
237,0,2,44.0,26.0,2,13.0,False,True,True,3.295836866004329,2.6390573296152584
238,1,2,8.0,26.25,3,8.75,True,False,False,3.305053521109253,2.277267285009756
239,0,2,19.0,10.5,1,10.5,False,True,True,2.4423470353692043,2.4423470353692043
240,0,2,33.0,12.275,1,12.275,False,True,True,2.5858825671280026,2.5858825671280026
241,0,3,21.0,14.4542,2,7.2271,True,False,False,2.737880811060884,2.107433583211985
242,1,3,21.0,15.5,2,7.75,True,False,False,2.803360380906535,2.169053700369523
243,0,2,29.0,10.5,1,10.5,False,True,True,2.4423470353692043,2.4423470353692043
244,0,3,22.0,7.125,1,7.125,False,True,True,2.094945728215801,2.094945728215801
245,0,3,30.0,7.225,1,7.225,False,True,True,2.1071782966514356,2.1071782966514356
246,0,1,44.0,90.0,3,30.0,False,True,False,4.51085950651685,3.4339872044851463
247,0,3,25.0,7.775,1,7.775,True,False,False,2.1719067693519296,2.1719067693519296
248,1,2,24.0,14.5,3,4.833333333333333,True,False,False,2.740840023925201,1.7635885922613586
249,1,1,37.0,52.5542,3,17.518066666666666,False,True,True,3.9806942251907276,2.9187468321201777
250,0,2,54.0,26.0,2,13.0,False,True,False,3.295836866004329,2.6390573296152584
251,0,3,30.0,7.25,1,7.25,False,True,True,2.1102132003465894,2.1102132003465894
252,0,3,29.0,10.4625,3,3.4875000000000003,True,False,False,2.4390808375825834,1.5012957538143974
253,0,1,62.0,26.55,1,26.55,False,True,True,3.3160025355989236,3.3160025355989236
254,0,3,30.0,16.1,2,8.05,False,True,True,2.8390784635086144,2.2027647577118348
255,0,3,41.0,20.2125,3,6.7375,True,False,False,3.0545906305603445,2.0460786380107145
256,1,3,29.0,15.2458,3,5.081933333333333,True,False,False,2.7878344138303452,1.8053226278885095
257,1,1,35.0,79.2,1,79.2,True,False,False,4.384523514872469,4.384523514872469
258,1,1,30.0,86.5,1,86.5,True,False,False,4.471638793363569,4.471638793363569
259,1,1,35.0,112.07915,1,112.07915,True,False,False,4.728088015994874,4.728088015994874
260,1,2,50.0,26.0,2,13.0,True,False,False,3.295836866004329,2.6390573296152584
261,0,3,30.0,7.75,1,7.75,False,True,True,2.169053700369523,2.169053700369523
262,1,3,3.0,31.3875,7,4.483928571428572,False,True,False,3.4777725458882283,1.7018217367116275
263,0,1,52.0,79.65,3,26.55,False,True,True,4.390118804571218,3.3160025355989236
264,0,1,40.0,0.0,1,0.0,False,True,True,0.0,0.0
265,0,3,21.0,7.75,1,7.75,True,False,False,2.169053700369523,2.169053700369523
266,0,2,36.0,10.5,1,10.5,False,True,True,2.4423470353692043,2.4423470353692043
267,0,3,16.0,39.6875,6,6.614583333333333,False,True,True,3.705920919968788,2.0300652682819424
268,1,3,25.0,7.775,2,3.8875,False,True,True,2.1719067693519296,1.5866809253114842
269,1,1,58.0,112.07915,2,56.039575,True,False,False,4.728088015994874,4.0437453251666415
270,1,1,35.0,112.07915,1,112.07915,True,False,False,4.728088015994874,4.728088015994874
271,0,1,30.0,31.0,1,31.0,False,True,True,3.4657359027997265,3.4657359027997265
272,1,3,25.0,0.0,1,0.0,False,True,True,0.0,0.0
273,1,2,41.0,19.5,2,9.75,True,False,False,3.0204248861443626,2.3749057545736716
274,0,1,37.0,29.7,2,14.85,False,True,True,3.4242626545931514,2.7631695003232895
275,1,3,21.0,7.75,1,7.75,True,False,False,2.169053700369523,2.169053700369523
276,1,1,63.0,77.9583,2,38.97915,True,False,False,4.368919865004903,3.6883580682159285
277,0,3,45.0,7.75,1,7.75,True,False,False,2.169053700369523,2.169053700369523
278,0,2,30.0,0.0,1,0.0,False,True,True,0.0,0.0
279,0,3,7.0,29.125,6,4.854166666666667,False,True,False,3.405355391810819,1.767153658425855
280,1,3,35.0,20.25,3,6.75,True,False,False,3.056356895370426,2.0476928433652555
281,0,3,65.0,7.75,1,7.75,False,True,True,2.169053700369523,2.169053700369523
282,0,3,28.0,7.8542,1,7.8542,False,True,True,2.180891922715322,2.180891922715322
283,0,3,16.0,9.5,1,9.5,False,True,True,2.3513752571634776,2.3513752571634776
284,1,3,19.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
285,0,1,30.0,26.0,1,26.0,False,True,True,3.295836866004329,3.295836866004329
286,0,3,33.0,8.6625,1,8.6625,False,True,True,2.2682524139135403,2.2682524139135403
287,1,3,30.0,9.5,1,9.5,False,True,True,2.3513752571634776,2.3513752571634776
288,0,3,22.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
289,1,2,42.0,13.0,1,13.0,False,True,True,2.6390573296152584,2.6390573296152584
290,1,3,22.0,7.75,1,7.75,True,False,False,2.169053700369523,2.169053700369523
291,1,1,26.0,78.85,1,78.85,True,False,False,4.380149874661021,4.380149874661021
292,1,1,19.0,91.0792,2,45.5396,True,False,False,4.5226490762785785,3.8403035630800124
293,0,2,36.0,12.875,1,12.875,False,True,True,2.630088659632498,2.630088659632498
294,0,3,24.0,8.85,1,8.85,True,False,False,2.2874714551839976,2.2874714551839976
295,0,3,24.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
296,0,1,30.0,27.7208,1,27.7208,False,True,True,3.357621598945279,3.357621598945279
297,0,3,23.5,7.2292,1,7.2292,False,True,True,2.1076888046179385,2.1076888046179385
298,0,1,2.0,112.07915,4,28.0197875,True,False,False,4.728088015994874,3.36797792489305
299,1,1,30.0,30.5,1,30.5,False,True,True,3.449987545831587,3.449987545831587
300,1,1,50.0,112.07915,2,56.039575,True,False,False,4.728088015994874,4.0437453251666415
301,1,3,21.0,7.75,1,7.75,True,False,False,2.169053700369523,2.169053700369523
302,1,3,30.0,23.25,3,7.75,False,True,True,3.188416617383492,2.169053700369523
303,0,3,19.0,0.0,1,0.0,False,True,True,0.0,0.0
304,1,2,21.0,12.35,1,12.35,True,False,False,2.5915163848462583,2.5915163848462583
305,0,3,30.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
306,1,1,0.92,112.07915,4,28.0197875,False,True,False,4.728088015994874,3.36797792489305
307,1,1,21.0,110.8833,1,110.8833,True,False,False,4.717456363787216,4.717456363787216
308,1,1,17.0,108.9,2,54.45,True,False,False,4.699570861409576,4.015481713796376
309,0,2,30.0,24.0,2,12.0,False,True,True,3.2188758248682006,2.5649493574615367
310,1,1,30.0,56.9292,1,56.9292,True,False,False,4.0592215752427645,4.0592215752427645
311,1,1,24.0,83.1583,1,83.1583,True,False,False,4.432699549165613,4.432699549165613
312,1,1,18.0,112.07915,5,22.41583,True,False,False,4.728088015994874,3.153412289370064
313,0,2,26.0,26.0,3,8.666666666666666,True,False,False,3.295836866004329,2.268683541318364
